"support_wind_turbines","proximity_to_proposed","env_concern","trust_in_government","left_right_ideology","age","income","educ"
1,0,3,1,1,60,79731,1
1,0,1,1,1,52,78602,2
1,0,2,1,0,75,16323,1
1,0,2,1,1,26,89158,2
1,0,2,0,0,28,63027,1
1,0,1,1,1,77,88792,1
1,0,1,1,1,18,85096,2
1,0,2,1,1,48,62703,2
1,0,2,1,0,60,86736,1
1,1,3,0,1,42,78095,1
1,1,1,0,1,82,62074,1
1,0,2,1,1,24,96286,2
1,0,2,1,0,41,41919,2
1,0,1,1,0,70,55656,1
1,1,1,1,1,54,66429,2
1,1,3,1,0,55,61467,3
1,1,3,0,0,33,36913,2
1,1,1,0,0,84,96671,2
1,0,1,1,0,78,77763,1
1,0,1,1,0,50,11798,2
1,0,3,0,0,31,19491,2
1,0,3,1,0,55,71206,2
1,0,3,0,0,40,21041,3
1,0,2,1,0,28,58218,1
1,1,1,0,1,73,59001,2
1,0,3,1,0,69,70505,3
1,1,2,1,1,59,61898,3
1,1,2,1,1,70,58110,1
1,0,2,0,0,29,68974,2
1,0,3,0,0,58,61800,1
1,1,3,1,0,66,66326,3
0,0,2,1,1,53,23686,1
1,1,1,1,0,56,95982,2
0,0,2,0,1,51,21589,1
1,1,3,1,1,69,90341,2
1,0,3,1,1,77,67999,3
1,1,1,1,0,46,78379,2
0,0,1,1,1,55,48702,3
1,1,1,1,0,26,84802,1
0,0,2,0,1,32,53711,2
1,1,2,1,0,24,52633,1
1,0,2,0,0,47,12631,1
1,1,2,0,0,41,37608,2
1,0,2,0,0,19,34442,1
1,1,3,1,1,65,82405,2
0,1,1,1,1,85,66986,1
1,0,3,0,1,48,28404,1
1,0,3,0,1,25,13181,2
1,0,2,1,1,70,38412,2
1,1,3,1,1,18,97350,2
1,0,1,0,1,48,77594,3
1,0,1,0,0,51,74756,1
0,0,2,1,1,84,44833,1
1,1,1,0,0,52,26336,1
1,1,2,1,0,68,80670,3
0,0,2,0,1,31,37389,1
1,0,2,1,1,37,64832,2
0,0,1,0,1,70,18194,2
1,1,3,1,1,50,34374,2
1,1,3,0,0,68,40295,1
0,0,1,0,0,34,25600,1
1,0,1,0,1,60,60113,1
1,0,2,0,0,29,50065,1
1,0,3,1,1,47,53610,2
0,0,3,1,1,73,37005,1
1,0,1,0,0,48,40688,2
1,0,1,1,1,29,95208,1
1,0,2,1,1,81,86986,1
1,1,1,1,0,38,47065,1
1,0,2,0,1,25,43158,1
0,0,1,0,1,23,79621,2
0,0,2,0,0,38,29464,2
1,0,3,1,0,33,41440,3
1,0,2,1,1,61,89286,2
1,0,1,0,1,37,48747,2
1,0,2,1,0,42,16181,2
0,0,1,0,1,71,11274,2
1,0,2,1,1,38,53457,3
1,0,3,1,1,61,87266,3
1,1,2,1,0,46,60175,2
1,0,3,1,1,64,55442,2
1,0,1,0,1,56,80146,3
0,0,2,0,1,57,33610,2
1,1,2,0,0,69,74544,3
1,0,2,1,0,85,27408,2
0,1,1,0,0,46,67784,2
1,1,2,1,1,46,70591,3
1,0,3,1,1,18,72682,2
1,1,3,1,0,18,37415,3
1,0,1,1,1,44,61852,1
1,0,3,0,0,38,91827,2
1,0,3,1,1,66,35020,3
0,0,1,1,1,62,34318,2
0,1,1,1,0,55,38227,1
1,0,3,1,1,20,65662,1
1,1,1,1,0,34,70346,1
1,0,3,0,1,29,46167,3
1,0,2,1,0,70,70007,1
1,0,3,0,1,46,45923,1
1,1,3,0,0,63,11939,1
0,1,1,0,1,73,22383,2
1,0,1,0,0,72,81197,1
0,0,1,1,0,83,48961,2
1,1,1,0,1,19,63942,2
1,0,2,0,0,76,91554,2
0,0,1,0,1,18,25015,3
0,0,3,1,0,70,34690,3
0,1,1,1,0,22,23189,2
1,0,1,1,1,59,96559,3
1,0,2,1,1,27,86665,1
0,1,2,0,0,28,21220,1
1,0,3,0,0,63,41656,3
1,0,1,0,0,68,96380,3
1,0,2,0,1,26,53046,1
1,1,1,0,0,52,57264,1
1,1,1,1,1,74,96575,1
1,0,3,1,0,27,53717,3
1,0,3,0,1,48,46796,1
1,0,2,1,0,19,16412,1
0,1,1,0,0,46,33565,2
0,0,1,1,1,64,12223,1
1,1,2,1,0,36,99438,2
0,1,2,0,1,69,53681,2
1,1,3,0,0,41,54979,2
0,0,2,0,1,37,12189,1
0,0,3,1,1,69,48161,2
1,0,2,0,1,43,34475,3
1,0,3,1,1,32,53558,1
1,1,2,1,1,76,46850,1
1,0,1,0,0,66,64675,2
1,1,1,0,0,24,46587,2
0,1,1,0,0,23,67868,1
1,1,2,1,0,67,14053,2
1,0,2,1,0,84,30063,1
0,0,1,0,1,31,39635,3
1,1,2,1,0,79,85095,1
1,0,1,0,0,51,87397,2
1,0,2,0,0,39,19683,3
1,0,3,0,1,80,60894,2
1,1,3,1,0,63,92830,1
1,1,2,1,1,56,25980,1
1,0,3,1,1,49,39141,1
1,1,1,0,0,49,62572,2
1,0,3,1,1,28,33634,1
0,0,1,0,1,74,39129,1
1,1,3,0,0,52,45683,3
0,0,1,1,1,39,26503,3
1,1,2,1,0,58,52368,1
1,0,1,1,0,57,87608,3
1,1,3,0,0,32,55468,3
1,1,3,1,1,28,35036,2
1,0,3,1,0,18,33944,2
1,0,2,0,0,24,97771,1
1,0,2,1,1,19,84341,2
1,0,1,1,0,49,65822,3
1,1,1,1,0,49,71963,3
0,0,2,1,0,81,10363,2
1,0,1,1,0,31,44698,2
0,0,1,0,1,35,16699,2
1,0,2,1,1,19,12011,2
1,0,3,1,0,58,14848,1
1,0,2,1,1,32,73828,2
1,0,2,0,1,69,95597,1
1,0,1,0,1,49,82155,3
1,1,2,1,1,60,50086,3
1,0,1,1,0,65,30188,2
1,0,1,0,0,56,83176,3
1,0,1,0,0,27,73736,1
0,1,1,1,1,45,45949,1
1,0,1,1,0,52,64051,2
1,0,2,0,1,45,39164,2
1,0,3,0,0,81,73266,3
1,1,3,1,1,77,13028,3
1,1,3,1,0,35,66907,2
1,0,3,1,0,73,59235,1
1,0,3,1,0,47,72021,1
0,1,1,1,0,48,36295,3
1,0,3,0,1,31,99390,1
1,1,1,1,0,48,59478,2
1,0,1,1,1,20,40406,3
0,0,3,0,0,76,19547,2
0,0,2,0,0,58,57386,3
0,1,1,1,0,81,77332,2
1,0,1,1,1,82,64686,1
1,1,3,1,1,64,79874,1
0,1,1,0,1,79,41034,1
1,0,3,1,0,71,71818,1
0,0,1,0,1,48,71921,3
0,1,1,1,0,61,56941,3
1,1,2,0,0,40,77930,2
1,0,2,0,0,50,69009,1
1,0,3,1,1,22,91098,2
1,0,1,0,0,46,48568,1
1,0,2,1,0,48,93118,1
1,0,2,1,0,28,18071,3
1,0,3,0,0,50,22459,3
1,0,1,1,0,28,79133,2
0,1,1,0,0,49,60163,1
1,0,1,1,1,27,73650,2
0,1,1,0,1,29,91402,2
1,0,1,1,0,56,74876,2
0,1,1,1,1,84,84457,2
0,0,1,1,1,78,62951,1
1,0,2,1,1,53,76529,2
1,0,1,1,0,44,84353,3
1,0,1,1,0,65,79719,3
1,1,2,1,1,54,16607,2
1,1,3,0,0,39,52461,2
0,0,1,1,1,66,20867,3
1,0,3,1,0,71,74054,1
1,1,1,1,1,63,73977,3
1,0,2,1,0,70,61023,1
1,1,3,1,0,73,33106,3
0,0,1,0,0,82,50002,3
1,0,3,0,0,56,35250,3
1,0,2,0,0,53,86486,2
0,1,2,0,0,83,36519,1
0,1,1,0,0,55,24568,2
1,0,2,1,1,25,67293,1
1,0,3,1,0,78,59421,2
0,0,1,1,1,39,22260,2
1,0,1,0,0,56,43196,2
1,0,3,0,1,23,30165,1
0,0,1,0,0,74,34689,1
1,1,3,1,1,45,57001,3
1,0,3,1,1,70,28920,1
0,0,2,0,0,81,38679,2
1,0,3,1,0,27,40760,1
1,0,3,1,0,67,99443,1
1,1,3,0,1,66,86063,2
1,0,1,1,0,29,43744,2
1,1,1,0,1,35,65880,1
0,1,1,0,0,73,89890,1
1,0,2,1,1,60,32635,2
0,1,1,0,0,38,26543,1
1,0,2,0,1,76,87621,2
1,0,1,1,1,22,67528,2
1,0,1,0,0,50,96441,2
1,0,2,1,0,32,59537,1
1,0,3,0,1,39,11958,2
1,0,2,0,1,26,49742,2
0,0,1,0,1,68,26483,1
0,0,1,0,0,78,37115,1
1,0,3,0,1,72,59101,1
1,0,3,1,0,76,33638,2
1,1,3,1,0,51,49089,2
1,1,3,0,1,36,81412,1
1,0,2,1,1,49,76658,1
1,0,3,0,0,51,31834,2
1,1,1,1,0,22,37659,1
0,0,2,1,1,47,33484,1
0,0,1,1,1,64,98068,1
1,0,3,0,1,47,16900,3
0,0,2,0,1,85,14475,2
1,0,3,0,0,70,54591,2
1,1,3,0,0,27,34898,3
1,0,1,1,1,44,96222,2
0,1,3,0,1,65,24545,2
1,1,2,0,1,70,53857,2
1,0,1,1,0,78,71508,2
1,0,2,1,1,29,47693,2
1,0,2,1,1,47,97870,3
1,0,3,0,0,19,78383,3
1,0,1,0,0,25,46279,1
0,1,1,0,1,53,34640,1
1,1,3,0,1,29,84108,2
1,1,3,0,0,70,80455,3
1,1,1,1,0,74,99353,2
0,1,3,1,1,29,27901,2
1,0,1,1,1,38,81302,1
0,0,1,0,1,80,52172,2
1,0,1,1,1,28,83077,2
1,0,3,1,1,75,83325,3
1,0,1,0,0,83,51022,1
1,0,2,1,1,35,89464,2
1,0,2,1,0,31,55120,1
1,0,3,0,0,43,59237,2
1,0,3,0,1,66,36143,1
0,1,1,0,1,84,32956,3
1,0,1,1,1,32,89663,1
1,0,2,0,1,35,11343,3
1,0,2,0,0,80,93276,1
1,0,3,0,1,54,91941,1
1,1,2,0,1,80,41347,1
1,1,2,0,0,38,98462,1
1,0,3,1,1,81,42898,2
1,0,1,1,1,36,70483,1
1,0,1,0,0,72,75904,2
1,1,1,1,0,20,57657,3
1,0,3,1,0,33,50712,2
1,0,1,0,0,41,19998,2
0,0,1,0,1,41,27221,2
1,1,3,1,1,18,60301,1
1,1,3,1,1,77,95965,1
0,1,2,0,1,48,72179,1
1,0,2,1,0,63,98043,1
1,1,1,0,1,73,73813,2
1,0,3,1,0,48,76438,2
1,1,3,1,0,84,13861,3
1,0,2,0,0,49,93333,2
1,0,2,0,0,68,29667,2
1,0,3,1,0,73,45239,1
0,0,1,1,1,65,19302,2
1,0,1,0,1,48,69042,3
1,0,1,0,1,59,20453,1
1,1,3,1,1,66,77096,1
1,0,3,1,0,54,69432,1
1,0,3,0,0,27,91165,2
1,0,1,0,0,76,40791,1
0,0,2,0,1,28,37262,2
0,0,1,0,1,69,48765,1
1,0,1,1,1,59,92248,2
1,1,2,1,0,61,74609,3
0,1,1,1,0,77,11562,2
1,0,3,1,0,42,92887,2
1,1,3,0,0,61,45008,2
1,0,1,0,1,19,81958,2
1,0,3,0,1,63,97932,1
1,1,1,0,1,63,68466,2
1,0,1,0,1,75,61421,3
1,0,1,0,0,64,68479,1
1,0,1,1,0,44,74717,1
0,0,1,0,0,76,42197,3
1,1,3,0,0,29,32391,3
0,0,3,0,1,62,21621,2
1,0,3,0,0,84,65770,1
1,0,3,0,0,68,95524,1
0,1,2,0,1,61,34488,2
0,1,3,0,0,52,53605,2
1,0,2,1,0,80,96956,2
1,1,1,1,1,69,53976,3
1,0,3,1,0,61,16954,1
1,0,3,1,0,22,15829,1
1,1,1,1,0,21,96755,3
1,1,3,1,1,64,68252,3
1,0,3,0,1,26,22502,2
1,1,2,0,0,53,76861,2
1,0,1,1,1,62,19410,1
1,0,1,1,0,30,35226,3
1,1,3,0,1,49,34546,3
1,0,3,1,1,51,50782,2
1,1,2,0,0,36,86939,2
1,0,3,0,1,48,53846,3
0,1,1,1,0,44,30571,2
1,1,2,0,0,44,68659,2
1,0,1,1,1,76,34593,3
0,1,2,1,1,71,18315,2
1,0,2,1,0,40,16366,3
1,0,3,0,0,46,91356,2
1,1,2,1,1,18,26516,3
1,0,2,1,0,85,36186,3
1,0,3,0,0,28,50765,2
1,0,1,0,1,35,98492,1
1,1,3,0,1,49,66812,3
0,1,3,0,1,70,40615,2
1,0,3,1,0,47,43566,3
0,0,2,1,1,50,38160,2
0,0,1,0,1,35,14624,2
1,0,3,0,1,83,24093,1
1,0,3,0,1,40,89149,1
1,0,1,0,0,69,48646,2
1,0,3,0,0,49,63446,1
1,0,2,1,1,21,37608,1
0,1,1,1,1,84,91167,1
1,1,3,0,1,40,94996,2
1,1,3,0,1,27,28081,3
1,0,1,0,1,75,70802,2
1,0,2,1,0,34,85502,2
1,0,2,1,0,79,75817,1
1,0,3,0,0,60,48176,2
1,0,2,1,1,34,22791,1
1,1,1,0,0,49,93615,1
1,0,3,0,1,21,44401,1
1,0,3,0,1,36,75074,2
1,0,1,1,1,82,89735,3
1,0,3,1,1,63,98378,1
1,0,2,0,1,81,54130,2
0,0,2,1,1,30,17109,2
1,0,2,0,0,31,80487,1
0,0,1,0,1,78,39259,2
0,0,1,1,0,59,12295,3
1,0,1,0,0,82,98220,3
1,0,3,0,1,37,29137,1
1,0,1,1,0,46,93644,2
1,1,3,0,0,44,71329,3
1,0,3,1,0,64,78465,2
1,0,2,1,0,82,66693,2
1,0,2,0,1,63,99725,3
1,0,3,0,1,19,22570,1
1,0,1,0,0,69,31584,3
0,1,2,0,1,72,66867,1
1,0,1,0,0,56,66870,1
1,0,3,0,0,21,99536,3
1,1,3,0,0,19,50020,1
1,0,2,0,1,77,70301,1
0,1,2,1,0,42,16885,2
1,0,3,0,0,57,71475,3
1,0,3,0,0,72,16093,2
1,0,3,1,1,39,27369,1
0,0,1,0,0,65,48339,1
1,0,1,1,0,30,94686,2
1,0,1,0,0,40,83531,2
1,0,1,1,1,29,34048,1
1,1,1,1,0,85,94651,1
0,0,1,0,1,63,25331,1
1,0,1,1,0,65,99801,2
1,0,1,1,1,37,66205,1
1,0,1,0,0,40,32946,2
1,0,3,0,1,62,91272,1
1,1,2,0,0,58,27606,1
0,0,1,1,0,72,40739,1
1,0,3,1,1,38,97861,3
0,1,1,0,1,52,18260,3
1,0,3,1,1,31,28127,3
1,0,2,1,1,65,46688,3
0,0,2,1,1,67,40562,2
1,0,2,0,0,76,49366,2
1,0,2,1,0,81,51257,1
0,0,1,0,0,33,22122,2
1,0,3,0,1,68,25792,1
1,0,2,1,1,26,70064,1
1,0,1,1,0,70,49953,2
1,0,1,0,1,41,49471,1
1,1,3,1,1,62,29716,1
1,0,3,0,1,35,84328,2
0,1,1,1,1,62,98009,2
0,0,2,1,0,26,28942,3
1,1,2,0,1,52,82680,3
0,1,1,0,0,66,58662,1
1,1,2,1,0,19,65547,1
1,0,3,1,0,51,94597,2
1,0,1,1,1,20,61326,1
1,1,2,1,1,30,45038,2
0,0,1,0,1,60,52985,2
1,0,3,1,1,83,94509,3
1,0,1,0,1,46,87955,2
1,0,2,1,1,21,39576,2
1,0,2,0,0,35,45024,1
1,1,2,1,1,58,96744,1
1,0,3,1,1,57,28434,1
1,0,3,0,0,58,28147,3
1,0,1,0,0,66,15359,1
1,0,1,0,0,59,42238,1
1,0,1,0,1,32,72982,1
1,1,3,0,0,55,51509,1
0,0,1,1,0,75,23566,2
0,0,1,1,0,43,53118,3
1,0,2,1,1,82,83857,2
1,1,3,1,0,39,48828,1
1,0,1,1,1,37,53098,2
1,0,3,0,0,65,44793,1
1,0,3,0,0,74,85343,2
0,0,2,1,1,63,38386,3
1,1,2,0,0,75,59769,2
0,0,1,0,0,18,27207,2
1,0,1,0,1,44,92911,2
1,0,3,0,0,74,10166,2
1,1,3,0,1,52,44122,2
0,0,1,1,1,40,22503,1
1,0,2,1,1,85,47115,1
1,0,2,0,1,33,55058,2
1,0,3,1,0,18,54815,1
1,0,2,0,1,42,71022,2
1,0,1,0,0,68,87309,3
1,0,1,0,1,45,46613,2
1,0,2,0,1,68,67665,2
0,0,1,0,0,53,19296,3
1,0,1,1,0,37,58135,2
1,0,2,0,1,54,37598,1
1,0,3,0,0,76,12450,2
0,0,1,1,1,50,13682,1
1,0,2,0,1,75,13479,2
1,0,3,1,0,45,97554,2
1,1,2,1,0,78,69938,1
1,0,3,0,0,72,50372,1
1,0,3,0,1,79,61820,3
1,0,1,0,1,58,98563,2
0,0,1,1,1,81,17118,1
1,1,3,0,1,27,73030,1
0,0,1,1,0,49,34263,1
1,0,1,0,1,60,69521,1
1,0,3,1,0,29,44052,2
1,0,2,1,0,31,12707,1
0,0,1,0,1,64,18686,3
1,1,1,1,0,24,56991,3
1,0,3,1,1,69,74584,1
0,0,1,1,0,84,22255,1
1,0,3,0,1,80,14192,2
1,1,3,0,1,38,68123,2
0,0,1,0,0,84,34490,1
1,0,2,0,0,60,38319,1
0,0,1,0,0,78,46946,1
1,0,1,0,1,37,73714,1
0,1,2,0,1,30,50215,2
1,0,1,1,1,60,92354,2
0,0,1,0,1,54,39100,1
0,1,1,1,1,76,92088,1
1,0,2,0,1,21,73143,2
1,0,2,0,1,27,17516,1
1,1,1,1,1,48,90046,2
1,0,3,1,0,78,13387,2
1,0,3,1,1,30,67313,2
1,0,1,1,0,64,73317,1
1,0,3,1,1,49,80470,2
1,0,1,0,0,52,99267,1
1,0,3,0,1,44,87677,1
1,0,2,0,0,39,59262,1
0,1,2,0,0,41,13974,2
1,0,3,0,0,82,44967,2
1,0,1,0,1,72,60636,1
1,1,1,0,1,80,20146,1
1,1,2,1,1,48,49496,2
1,0,3,0,1,44,20309,2
1,0,2,0,0,49,86150,3
1,0,2,0,1,70,65085,2
1,1,3,0,0,42,91060,3
0,0,2,1,0,63,54458,2
1,0,3,1,0,50,24663,1
1,0,3,1,0,31,91929,2
1,1,2,1,1,48,59359,2
0,0,2,1,1,59,64025,2
1,1,2,1,0,35,96556,3
1,0,1,1,0,80,31798,2
0,0,2,1,0,33,11420,3
1,0,1,1,0,22,49540,1
0,1,1,0,1,72,38276,2
1,1,3,0,0,36,50806,2
1,0,1,1,0,63,32697,2
0,0,1,0,1,44,68740,2
1,0,1,0,1,78,97637,3
1,1,1,0,0,39,66476,1
1,0,1,0,1,37,43084,1
1,0,1,1,0,44,59613,3
1,0,3,0,0,59,63747,2
1,0,3,0,1,79,12545,2
1,1,2,0,0,69,71350,2
1,0,3,0,1,66,82681,1
0,1,1,1,1,67,25444,3
1,0,3,1,0,33,80917,1
1,1,2,0,0,34,86690,2
1,1,1,1,1,84,87372,2
1,0,2,0,0,36,17772,1
0,1,2,1,1,51,49314,2
1,0,3,0,0,67,18472,1
1,0,2,1,1,81,60625,1
0,1,2,1,1,54,33296,1
1,1,3,0,0,63,76127,3
1,1,2,1,0,64,61517,1
0,0,1,0,1,66,71797,3
1,0,2,0,1,62,75422,1
0,0,2,0,1,71,56988,2
1,0,2,0,1,51,39796,2
1,1,2,0,1,27,80575,2
0,0,1,0,1,83,63573,1
1,1,1,0,0,52,51879,2
0,0,1,0,1,85,52431,1
1,0,1,1,0,77,82394,2
0,0,1,1,0,72,46687,1
1,1,1,1,0,43,59168,1
0,1,1,1,0,66,64031,2
0,1,1,0,0,44,43616,1
1,0,2,1,0,30,89555,1
1,0,1,1,0,31,47380,1
1,0,1,0,1,23,82090,1
1,0,1,1,0,85,40674,3
0,0,3,0,1,62,30298,1
1,1,3,1,1,57,67154,1
1,1,1,1,0,26,99611,2
1,1,1,0,0,28,93821,1
1,0,2,0,0,67,38023,2
0,0,3,1,1,38,81769,1
1,0,1,0,0,70,82944,2
0,0,1,1,0,46,39992,2
1,0,1,0,1,52,94508,2
1,1,3,1,1,36,68862,1
0,1,1,1,1,67,31480,1
1,0,3,1,0,76,99687,3
0,1,2,0,1,27,14653,3
1,0,3,1,0,43,96925,1
1,0,3,1,1,60,96215,2
1,0,1,1,0,57,40383,3
0,1,1,1,0,29,36282,1
1,0,3,1,1,37,74354,1
1,0,1,0,1,60,75480,3
1,0,2,1,1,23,12418,3
0,1,1,1,1,77,26534,3
1,1,2,0,1,43,25116,3
1,0,3,0,1,60,76448,2
1,0,1,0,1,56,16916,1
1,1,1,1,0,28,66585,3
0,0,1,1,0,54,16498,1
1,0,1,0,1,20,84939,1
1,0,2,0,0,38,78753,1
1,0,2,0,1,51,50361,3
0,0,1,0,1,43,16556,1
1,0,1,1,1,72,40808,2
1,0,1,0,0,70,88868,1
1,1,2,1,0,26,91194,1
1,0,1,1,0,64,79874,2
1,1,2,1,0,85,99029,1
1,0,3,1,0,65,17434,3
1,1,1,0,0,50,77414,3
1,0,1,0,0,46,31634,3
0,1,1,0,1,18,60169,2
1,1,2,1,0,69,38855,1
1,0,3,1,1,38,54189,3
1,1,1,1,0,63,54773,2
0,0,1,0,0,68,75624,2
1,0,2,1,0,32,88950,1
1,0,1,1,1,73,65282,1
1,0,3,1,0,40,47653,1
1,0,1,1,0,33,47389,2
1,0,2,0,1,25,97456,2
1,0,1,1,0,35,81929,1
1,0,1,1,0,71,82465,2
0,0,1,0,1,18,25467,2
1,1,3,1,0,63,83187,2
1,0,1,1,1,36,21079,2
0,0,3,0,1,62,45151,2
1,0,3,0,0,24,11471,2
0,0,1,1,1,50,45110,2
1,1,2,1,1,60,80358,1
1,1,1,1,0,31,91016,2
0,1,1,1,1,63,13175,2
1,0,3,1,1,41,61898,2
1,0,1,0,1,38,80300,1
1,0,3,1,1,25,89422,1
1,1,2,1,1,53,65421,3
1,0,1,0,0,83,55857,3
1,1,3,0,0,30,28325,3
1,1,1,0,0,70,89931,2
1,0,1,1,0,18,79028,2
0,0,1,1,0,78,12054,2
0,1,1,0,1,72,78713,1
0,1,1,1,0,36,33886,2
0,0,1,0,0,68,88442,1
1,1,2,1,1,41,29953,1
1,0,1,1,1,30,54071,1
0,0,2,0,0,83,62610,2
1,0,3,0,0,21,21883,1
1,0,3,0,0,50,25051,2
0,0,2,1,1,33,19897,1
1,0,1,0,0,69,66701,2
1,0,3,0,0,55,89762,1
1,0,1,1,0,81,47361,2
0,0,2,1,0,37,23471,2
0,1,1,0,0,54,42839,1
1,0,2,1,0,59,43575,1
1,0,3,1,0,49,99402,2
1,1,3,1,1,28,10174,2
0,1,1,0,1,19,22843,1
1,0,3,0,1,41,83313,3
1,0,1,0,0,25,26329,1
1,0,3,0,0,51,54592,1
1,1,3,0,0,52,19862,2
1,0,3,1,0,57,15442,2
1,0,3,0,0,22,86281,2
1,0,2,0,0,44,58166,2
1,0,1,0,1,44,58815,2
1,0,3,0,1,80,39923,3
1,0,1,0,0,76,76213,1
1,0,1,1,1,54,92966,1
1,0,1,0,0,72,85155,3
1,0,3,0,1,52,61644,1
1,1,3,1,0,33,15148,3
0,1,1,0,1,67,22837,1
1,0,3,1,0,65,36419,2
0,0,1,1,0,24,21334,3
1,0,3,0,0,60,98137,2
1,0,3,0,1,31,62725,1
1,0,2,0,1,69,74329,2
1,0,3,1,0,38,56339,2
0,0,1,1,1,47,14725,1
0,1,1,1,1,80,33073,1
1,0,2,0,0,36,97499,2
1,1,1,1,0,35,74306,3
1,1,2,1,0,68,88059,2
0,0,1,0,1,37,26300,2
1,1,2,1,0,46,68884,1
1,1,3,1,0,63,85855,3
1,1,1,1,0,35,86499,2
1,1,2,1,0,83,85327,2
1,1,2,1,0,54,20725,1
1,0,1,1,1,78,49781,2
0,1,3,0,1,46,38251,3
1,0,1,1,0,77,48206,3
1,1,1,0,1,59,65645,3
1,0,2,1,0,55,51641,1
1,0,3,0,1,21,56372,1
1,0,3,1,0,29,23937,2
1,0,2,1,1,21,52896,1
0,0,2,1,0,55,40744,1
1,1,1,0,0,38,56739,1
1,0,3,0,1,55,29777,2
0,0,2,1,0,24,20364,2
1,1,2,0,0,50,81616,1
1,1,2,1,0,18,84448,1
1,0,2,0,0,66,34913,2
1,0,1,1,0,73,63458,3
0,0,1,1,0,58,50508,3
1,0,1,1,0,36,35607,2
1,0,1,0,1,44,50526,1
1,0,3,1,0,53,69293,2
0,0,1,0,0,45,36370,2
1,0,3,0,0,78,37997,2
1,0,3,0,0,52,78804,2
1,0,1,0,1,21,78746,1
1,1,2,1,0,21,86392,1
1,0,1,1,0,18,76566,2
1,1,1,1,1,24,47757,3
1,1,3,1,1,19,27301,3
1,0,1,0,1,30,83308,2
1,0,1,1,0,45,98983,3
1,1,3,0,1,29,93806,2
0,0,1,1,0,51,10798,2
0,0,1,0,1,76,12059,3
1,0,3,0,0,41,55020,1
1,0,3,1,0,74,54762,2
1,1,3,1,1,60,66484,3
0,0,1,0,0,48,50644,2
1,0,2,1,0,81,15160,2
0,0,2,0,1,63,39352,2
0,1,2,0,1,80,47703,2
1,0,1,1,1,46,55979,1
1,1,1,0,1,68,73929,2
1,0,2,0,0,39,96247,2
1,0,3,1,0,32,36310,1
0,0,2,0,1,43,17692,1
1,0,2,0,1,70,53368,2
1,1,3,0,0,63,91777,3
1,0,3,1,0,75,33348,2
1,0,3,1,0,21,72454,2
0,1,2,0,1,25,23686,1
1,1,1,1,0,49,61261,1
1,1,2,0,0,31,10412,2
1,0,1,1,0,38,87079,2
1,0,2,0,1,48,75229,3
1,0,3,1,0,24,10995,2
1,0,1,0,1,74,81478,3
0,0,2,1,0,72,10574,3
1,0,1,1,0,37,27157,3
0,0,3,0,0,85,63665,1
0,0,1,1,0,74,59350,1
1,0,1,1,1,52,84847,3
1,0,3,0,0,36,73906,1
0,0,1,0,1,78,39847,1
1,0,2,1,0,23,18512,3
1,0,1,0,0,64,44866,3
0,0,1,1,0,52,10622,1
0,1,1,1,0,52,12785,2
1,0,1,0,0,38,60699,1
1,1,3,1,0,80,54251,2
0,0,1,1,1,35,88335,2
1,0,1,0,0,45,46049,2
0,0,3,0,1,21,53413,1
0,0,1,1,0,45,15296,1
1,0,2,1,0,71,32311,1
1,0,3,0,1,32,97215,1
1,0,3,1,0,59,41227,2
1,0,1,0,1,85,72088,2
1,0,2,1,0,42,23197,2
1,1,2,0,1,49,99203,3
1,0,2,0,1,31,42868,3
0,0,1,0,1,64,35479,1
1,0,3,1,1,26,10641,1
1,0,2,1,1,61,24796,1
1,0,2,1,1,78,85096,3
1,0,2,0,0,25,78881,2
1,1,3,1,0,29,78386,1
1,0,1,1,1,22,98155,2
1,0,1,1,1,23,52954,2
0,1,2,1,1,65,20148,2
1,1,3,0,1,78,44297,2
0,1,1,1,0,62,16439,1
0,0,1,1,0,60,21903,1
1,1,2,0,1,54,81539,1
1,0,2,0,0,72,94408,1
1,1,1,0,0,45,72203,2
1,0,2,0,0,33,97375,3
1,0,2,1,1,72,68767,2
1,1,3,1,0,74,40696,1
1,0,3,0,1,65,77795,2
1,0,1,1,1,49,44964,1
1,1,2,0,0,21,75527,1
0,0,1,1,1,50,19264,2
1,0,1,0,0,72,85683,2
0,0,2,1,0,42,30171,3
1,1,2,1,1,79,25324,2
1,0,1,1,0,70,99740,2
0,0,1,1,1,51,60255,2
1,0,3,0,0,57,56535,3
1,0,1,1,1,35,87903,1
0,0,2,0,1,35,43719,3
1,0,2,1,0,26,25945,3
1,0,2,1,0,27,78758,2
0,1,1,1,1,80,37465,2
1,0,1,0,0,82,83446,2
1,0,2,1,0,23,67411,1
0,0,2,0,1,60,16873,3
1,0,2,0,0,30,64338,3
1,0,3,1,0,36,60607,2
1,0,3,1,0,58,18115,1
0,1,1,1,0,67,12316,1
0,0,3,0,1,37,78305,2
1,0,2,1,1,51,80705,1
1,1,2,0,1,38,91792,2
1,0,3,0,0,42,22521,2
1,1,1,0,1,73,79020,1
1,0,2,1,1,66,20774,2
1,0,2,1,0,18,89719,1
0,0,3,1,1,62,16998,3
1,0,2,0,1,22,55039,2
1,1,3,1,0,45,62048,1
1,0,2,0,0,80,63370,1
1,0,2,1,1,35,16536,1
0,0,1,1,1,67,50998,2
1,0,2,0,1,51,65251,1
1,0,3,0,0,56,81476,3
1,1,1,0,0,20,18786,1
1,0,3,1,1,22,83155,2
